track_id,field,source,source_class,licence_family
GR:nowra,geometry_note,"CLUB-CONFIRMED: [name removed], [name removed], track-details PDF, 2026-08-28 (uid 1004)",club_or_body_direct,ODC-BY (this dataset)
GR:nowra,surface,"CLUB-CONFIRMED: [name removed], [name removed], track-details PDF, 2026-08-28 (uid 1004)",club_or_body_direct,ODC-BY (this dataset)
GR:nowra,turn_radius_m,"CLUB-CONFIRMED: [name removed], [name removed], track-details PDF, 2026-08-28 (uid 1004)",club_or_body_direct,ODC-BY (this dataset)
GR:q-straight,circumference_m,"CLUB-CONFIRMED: (QGRC Reception, 2026-08-20)",club_or_body_direct,ODC-BY (this dataset)
GR:q-straight,straight_track,CLUB-CONFIRMED: (2026-08-20): straight track — no bends; 300m and 350m courses,club_or_body_direct,ODC-BY (this dataset)
GR:q-straight,surface,"CLUB-CONFIRMED: (QGRC Reception, 2026-08-20)",club_or_body_direct,ODC-BY (this dataset)
GR:richmond,circumference_m,"CLUB-CONFIRMED: Richmond Race Club, track diagram, 2026-08-26 (Track-Data uid 21)",club_or_body_direct,ODC-BY (this dataset)
GR:richmond,geometry_note,"CLUB-CONFIRMED: Richmond Race Club, track diagram, 2026-08-26 (Track-Data uid 21)",club_or_body_direct,ODC-BY (this dataset)
GR:richmond,surface,"CLUB-CONFIRMED: Richmond Race Club, track diagram, 2026-08-26 (Track-Data uid 21)",club_or_body_direct,ODC-BY (this dataset)
GR:richmond,turn_radius_m,"CLUB-CONFIRMED: Richmond Race Club, track diagram, 2026-08-26 (Track-Data uid 21)",club_or_body_direct,ODC-BY (this dataset)
GR:sale,first_split_table,"BODY-CONFIRMED: ([name removed], Greyhound Racing Victoria, 2026-08-31) —",club_or_body_direct,ODC-BY (this dataset)
GR:sale,turn_radii_all_m,"BODY-CONFIRMED: [name removed], GRV, 2026-08-20+27 (uids 841/976)",club_or_body_direct,ODC-BY (this dataset)
GR:sale,turn_radius_m,"BODY-CONFIRMED: [name removed], GRV, 2026-08-20+27 (uids 841/976)",club_or_body_direct,ODC-BY (this dataset)
GR:sandown-park,first_split_table,"BODY-CONFIRMED: ([name removed], Greyhound Racing Victoria, 2026-08-31) —",club_or_body_direct,ODC-BY (this dataset)
GR:sandown-park,turn_radii_all_m,"BODY-CONFIRMED: [name removed], GRV, 2026-08-20+27 (uids 841/976)",club_or_body_direct,ODC-BY (this dataset)
GR:sandown-park,turn_radius_m,"BODY-CONFIRMED: [name removed], GRV, 2026-08-20+27 (uids 841/976)",club_or_body_direct,ODC-BY (this dataset)
GR:shepparton,first_split_table,"BODY-CONFIRMED: ([name removed], Greyhound Racing Victoria, 2026-08-31) —",club_or_body_direct,ODC-BY (this dataset)
GR:shepparton,turn_radii_all_m,"BODY-CONFIRMED: [name removed], GRV, 2026-08-20+27 (uids 841/976)",club_or_body_direct,ODC-BY (this dataset)
GR:shepparton,turn_radius_m,"BODY-CONFIRMED: [name removed], GRV, 2026-08-20+27 (uids 841/976)",club_or_body_direct,ODC-BY (this dataset)
GR:the-meadows,first_split_table,"BODY-CONFIRMED: ([name removed], Greyhound Racing Victoria, 2026-08-31) —",club_or_body_direct,ODC-BY (this dataset)
GR:the-meadows,turn_radii_all_m,"BODY-CONFIRMED: [name removed], GRV, 2026-08-20+27 (uids 841/976)",club_or_body_direct,ODC-BY (this dataset)
GR:the-meadows,turn_radius_m,"BODY-CONFIRMED: [name removed], GRV, 2026-08-20+27 (uids 841/976)",club_or_body_direct,ODC-BY (this dataset)
GR:traralgon,first_split_table,"BODY-CONFIRMED: ([name removed], Greyhound Racing Victoria, 2026-08-31) —",club_or_body_direct,ODC-BY (this dataset)
GR:traralgon,turn_radii_all_m,"BODY-CONFIRMED: [name removed], GRV, 2026-08-20+27 (uids 841/976)",club_or_body_direct,ODC-BY (this dataset)
GR:traralgon,turn_radius_m,"BODY-CONFIRMED: [name removed], GRV, 2026-08-20+27 (uids 841/976)",club_or_body_direct,ODC-BY (this dataset)
GR:warragul,first_split_table,"BODY-CONFIRMED: ([name removed], Greyhound Racing Victoria, 2026-08-31) —",club_or_body_direct,ODC-BY (this dataset)
GR:warragul,turn_radii_all_m,"BODY-CONFIRMED: [name removed], GRV, 2026-08-20+27 (uids 841/976)",club_or_body_direct,ODC-BY (this dataset)
GR:warragul,turn_radius_m,"BODY-CONFIRMED: [name removed], GRV, 2026-08-20+27 (uids 841/976)",club_or_body_direct,ODC-BY (this dataset)
GR:warrnambool,first_split_table,"BODY-CONFIRMED: ([name removed], Greyhound Racing Victoria, 2026-08-31) —",club_or_body_direct,ODC-BY (this dataset)
GR:warrnambool,turn_radii_all_m,"BODY-CONFIRMED: [name removed], GRV, 2026-08-20+27 (uids 841/976)",club_or_body_direct,ODC-BY (this dataset)
GR:warrnambool,turn_radius_m,"BODY-CONFIRMED: [name removed], GRV, 2026-08-20+27 (uids 841/976)",club_or_body_direct,ODC-BY (this dataset)
H:albion-park,circumference_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:albion-park,home_straight_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:albion-park,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:albion-park,turn_radius_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:ballarat,circumference_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:ballarat,home_straight_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:ballarat,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:ballarat,turn_radius_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:bankstown,circumference_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:bankstown,home_straight_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:bankstown,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:bankstown,turn_radius_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:bathurst,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:bathurst,turn_radius_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:bendigo,circumference_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:bendigo,home_straight_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:bendigo,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:bendigo,turn_radius_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:boort,circumference_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:boort,home_straight_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:boort,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:boort,turn_radius_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:broken-hill,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:broken-hill,turn_radius_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:bunbury,circumference_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:bunbury,home_straight_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:bunbury,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:bunbury,turn_radius_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:carrick,circumference_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:carrick,home_straight_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:carrick,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:cobram,home_straight_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:cobram,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:cobram,turn_radius_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:cowra,home_straight_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:cowra,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:cranbourne,circumference_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:cranbourne,home_straight_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:cranbourne,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:cranbourne,turn_radius_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:devonport,circumference_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:devonport,home_straight_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:devonport,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:devonport,turn_radius_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:dubbo,circumference_m,"CLUB-CONFIRMED: [name removed], [name removed], 2026-08-21 (uid 850)",club_or_body_direct,ODC-BY (this dataset)
H:dubbo,home_straight_m,"CLUB-CONFIRMED: [name removed], [name removed], 2026-08-21 (uid 850)",club_or_body_direct,ODC-BY (this dataset)
H:dubbo,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:dubbo,surface,"CLUB-CONFIRMED: [name removed], [name removed], 2026-08-21 (uid 850)",club_or_body_direct,ODC-BY (this dataset)
H:dubbo,turn_radius_m,"CLUB-CONFIRMED: [name removed], [name removed], 2026-08-21 (uid 850)",club_or_body_direct,ODC-BY (this dataset)
H:echuca,home_straight_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:echuca,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:echuca,turn_radius_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:geelong,circumference_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:geelong,home_straight_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:geelong,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:geelong,turn_radius_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:gloucester-park,home_straight_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:gloucester-park,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:gloucester-park,turn_radius_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:goulburn,camber_pct,"CLUB-CONFIRMED: [name removed], [name removed], 2026-08-29 (uid 1028)",club_or_body_direct,ODC-BY (this dataset)
H:goulburn,circumference_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:goulburn,first_turn_m,"CLUB-CONFIRMED: [name removed], [name removed], 2026-08-29 (uid 1028)",club_or_body_direct,ODC-BY (this dataset)
H:goulburn,first_turn_note,"CLUB-CONFIRMED: [name removed], [name removed], 2026-08-29 (uid 1028)",club_or_body_direct,ODC-BY (this dataset)
H:goulburn,home_straight_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:goulburn,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:goulburn,surface,"CLUB-CONFIRMED: [name removed], [name removed], 2026-08-29 (uid 1028)",club_or_body_direct,ODC-BY (this dataset)
H:goulburn,turn_radius_m,"CLUB-CONFIRMED: [name removed], [name removed], 2026-08-29 (uid 1028)",club_or_body_direct,ODC-BY (this dataset)
H:gunbower,home_straight_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:gunbower,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:gunbower,turn_radius_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:hamilton,circumference_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:hamilton,home_straight_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:hamilton,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:hamilton,turn_radius_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:hobart,circumference_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:hobart,home_straight_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:hobart,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:hobart,turn_radius_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:kilmore,circumference_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:kilmore,home_straight_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:kilmore,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:kilmore,turn_radius_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:king-island,circumference_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:king-island,home_straight_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:king-island,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:launceston,circumference_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:launceston,home_straight_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:launceston,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:launceston,turn_radius_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:leeton,circumference_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:leeton,home_straight_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:leeton,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:leeton,turn_radius_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:maitland,home_straight_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:maitland,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:maitland,turn_radius_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:marburg,circumference_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:marburg,geometry_note,"BODY-CONFIRMED: [name removed], Racing Queensland, 2026-08-24 (Track-Data uid 12)",club_or_body_direct,ODC-BY (this dataset)
H:marburg,home_straight_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:marburg,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:marburg,surface,"BODY-CONFIRMED: [name removed], Racing Queensland, 2026-08-24 (Track-Data uid 12)",club_or_body_direct,ODC-BY (this dataset)
H:marburg,turn_radius_m,"BODY-CONFIRMED: [name removed], Racing Queensland, 2026-08-24 (Track-Data uid 12)",club_or_body_direct,ODC-BY (this dataset)
H:maryborough,camber_note,"CLUB-CONFIRMED: [name removed]/, [name removed], 2026-08-21 (uid 854)",club_or_body_direct,ODC-BY (this dataset)
H:maryborough,camber_pct,"CLUB-CONFIRMED: [name removed]/, [name removed], 2026-08-21 (uid 854)",club_or_body_direct,ODC-BY (this dataset)
H:maryborough,circumference_m,"CLUB-CONFIRMED: [name removed]/, [name removed], 2026-08-21 (uid 854)",club_or_body_direct,ODC-BY (this dataset)
H:maryborough,home_straight_m,"CLUB-CONFIRMED: [name removed]/, [name removed], 2026-08-21 (uid 854)",club_or_body_direct,ODC-BY (this dataset)
H:maryborough,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:maryborough,surface,"CLUB-CONFIRMED: [name removed]/, [name removed], 2026-08-21 (uid 854)",club_or_body_direct,ODC-BY (this dataset)
H:maryborough,turn_radius_m,"CLUB-CONFIRMED: [name removed]/, [name removed], 2026-08-21 (uid 854)",club_or_body_direct,ODC-BY (this dataset)
H:melton,camber_pct,"CLUB-CONFIRMED: ([name removed], Racing Ops Mgr HRV, 2026-08-20)",club_or_body_direct,ODC-BY (this dataset)
H:melton,circumference_m,"CLUB-CONFIRMED: ([name removed], Racing Ops Mgr HRV, 2026-08-20)",club_or_body_direct,ODC-BY (this dataset)
H:melton,first_turn_m,"CLUB-CONFIRMED: ([name removed], Racing Ops Mgr HRV, 2026-08-20)",club_or_body_direct,ODC-BY (this dataset)
H:melton,home_straight_m,"CLUB-CONFIRMED: ([name removed], Racing Ops Mgr HRV, 2026-08-20)",club_or_body_direct,ODC-BY (this dataset)
H:melton,surface,"CLUB-CONFIRMED: ([name removed], Racing Ops Mgr HRV, 2026-08-20)",club_or_body_direct,ODC-BY (this dataset)
H:melton,turn_radius_m,"CLUB-CONFIRMED: ([name removed], Racing Ops Mgr HRV, 2026-08-20)",club_or_body_direct,ODC-BY (this dataset)
H:mildura,circumference_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:mildura,home_straight_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:mildura,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:mildura,turn_radius_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:newcastle,camber_note,"CLUB-CONFIRMED: [name removed], GM, [name removed], 2026-08-21 (uid 851)",club_or_body_direct,ODC-BY (this dataset)
H:newcastle,camber_pct,"CLUB-CONFIRMED: [name removed], GM, [name removed], 2026-08-21 (uid 851)",club_or_body_direct,ODC-BY (this dataset)
H:newcastle,circumference_m,"CLUB-CONFIRMED: [name removed], GM, [name removed], 2026-08-21 (uid 851)",club_or_body_direct,ODC-BY (this dataset)
H:newcastle,home_straight_m,"CLUB-CONFIRMED: [name removed], GM, [name removed], 2026-08-21 (uid 851)",club_or_body_direct,ODC-BY (this dataset)
H:newcastle,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:newcastle,surface,"CLUB-CONFIRMED: [name removed], GM, [name removed], 2026-08-21 (uid 851)",club_or_body_direct,ODC-BY (this dataset)
H:newcastle,turn_radius_m,"CLUB-CONFIRMED: [name removed], GM, [name removed], 2026-08-21 (uid 851)",club_or_body_direct,ODC-BY (this dataset)
H:northam,circumference_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:northam,home_straight_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:northam,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:ouyen,circumference_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:ouyen,home_straight_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:ouyen,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:ouyen,turn_radius_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:parkes,circumference_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:parkes,home_straight_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:parkes,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:parkes,turn_radius_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:penrith,home_straight_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:penrith,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:penrith,turn_radius_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:pinjarra,home_straight_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:pinjarra,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:pinjarra,turn_radius_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:port-pirie,home_straight_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
