date,greyhound,weight_kg
2026-09-12,PAW ESTRELLA,28.6
2026-09-12,PAW FABIAN,31.7
2026-09-12,PAW FORRESTER,30.3
2026-09-12,PAW GORDY,34.5
2026-09-12,PAW HADES,31.5
2026-09-12,PAW IRULAN,26.8
2026-09-12,PAW ISLA,28.7
2026-09-12,PAW JANNY,24.7
2026-09-12,PAW JUDAS,33.3
2026-09-12,PAW JUDD,36.0
2026-09-12,PAW KABUTO,28.1
2026-09-12,PAW KIPLIN,31.8
2026-09-12,PAW LARA,28.1
2026-09-12,PAW LARRY,30.9
2026-09-12,PAW MADDOX,28.2
2026-09-12,PAW MELODY,28.2
2026-09-12,PAW MISSY,26.8
2026-09-12,PAW MURBELLA,27.7
2026-09-12,PAW NEVADA,35.3
2026-09-12,PAW OLENA,26.5
2026-09-12,PAW OLYMPUS,31.6
2026-09-12,PAW ORENTHAL,34.0
2026-09-12,PAW ORTIZ,30.9
2026-09-12,PAW PALMER,33.6
2026-09-12,PAW PASCAL,36.1
2026-09-12,PAW QUANTUM,30.4
2026-09-12,PAW QUIVER,35.1
2026-09-12,PAW RAMELLO,26.8
2026-09-12,PAW UCARTY,29.6
2026-09-12,PAW VARNA,30.9
2026-09-12,PAW WALDORF,32.1
2026-09-12,PAW WANDA,26.5
2026-09-12,PAW XYLA,24.2
2026-09-12,PAW YARIS,27.2
2026-09-12,PAW ZHANA,29.3
2026-09-12,PERFECT RATIO,28.8
2026-09-12,PETALI,30.3
2026-09-12,PINK MOSCATO,28.0
2026-09-12,PLAYBACK,33.2
2026-09-12,PLEASANT DREAMS,33.5
2026-09-12,POINT MAN,33.5
2026-09-12,POLLY GOLD,24.9
2026-09-12,PREPARATION,24.5
2026-09-12,PRINCESS DOMI,26.2
2026-09-12,PRINCESS LASS,28.1
2026-09-12,PULLING DRAG,29.9
2026-09-12,RAA RAA KIARA,26.5
2026-09-12,RADIATE,31.5
2026-09-12,RAM RAID,37.3
2026-09-12,REDBACK EXPRESS,32.7
2026-09-12,REGAL SPENCER,32.9
2026-09-12,REIKO BLING,35.5
2026-09-12,REIKO COMET,29.9
2026-09-12,REIKO ZOOM,29.9
2026-09-12,REV IAN,34.5
2026-09-12,RHINE STAR,30.4
2026-09-12,RHYTHMIC ENERGY,33.0
2026-09-12,RIPPER KEV,33.2
2026-09-12,ROCKY SUPERSTAR,32.5
2026-09-12,ROLLING EXPRESS,31.0
2026-09-12,ROMANI ROAD,26.7
2026-09-12,ROSATO,29.0
2026-09-12,ROSE OPAL,28.1
2026-09-12,RUBY'S SHOW,27.5
2026-09-12,RUNWAY BLUE,28.1
2026-09-12,RUPTURED,39.1
2026-09-12,RUSTY RANCHER,24.9
2026-09-12,SACRUM,26.4
2026-09-12,SAFELY,25.0
2026-09-12,SAFFRON MONSOON,26.0
2026-09-12,SALTY SNOOP,31.7
2026-09-12,SCOTT GNARLY,28.3
2026-09-12,SCOTT GREYSCALE,31.0
2026-09-12,SCOTT IMPOSTER,31.3
2026-09-12,SELECT MILLS,25.0
2026-09-12,SERGEANT BILKO,27.9
2026-09-12,SHAGGY BILLIE,25.3
2026-09-12,SHIMA BLUSH,33.8
2026-09-12,SHIMA LITE,30.9
2026-09-12,SIMPLY FRIENDS,29.9
2026-09-12,SIMPLY PETITE,26.5
2026-09-12,SKY WOLF,33.2
2026-09-12,SLAY,26.5
2026-09-12,SLICK NITRO,26.8
2026-09-12,SMART AS ROSE,27.7
2026-09-12,SMOOTH BEAUTY,26.8
2026-09-12,SNITCH ADAMS,32.0
2026-09-12,SOLID GROOVE,32.4
2026-09-12,SOPHIE BANJO,30.3
2026-09-12,SOUTHERN STYLE,28.8
2026-09-12,SPANISH FAWN,27.1
2026-09-12,SPECIAL SIAN,31.4
2026-09-12,SPECIAL TEAMS,26.2
2026-09-12,SPIRALLING,34.1
2026-09-12,SPORT SCOUT,29.8
2026-09-12,SPRING MILES,31.9
2026-09-12,SPRINGER'S BOY,32.9
2026-09-12,SPUD THIEF,29.6
2026-09-12,STAR REBEL,32.7
2026-09-12,STARLET BALE,27.7
2026-09-12,STIDHAM NEBRASKA,31.4
2026-09-12,STILL A BELIEVER,30.2
2026-09-12,SUBLIME,35.4
2026-09-12,SULTANS OF WIN,35.6
2026-09-12,SUPER CEVICHE,28.4
2026-09-12,SUPER SEALANT,31.2
2026-09-12,SURE PRIZE,28.9
2026-09-12,SWEET AS AVA,26.9
2026-09-12,SWEET CANNELLONI,25.3
2026-09-12,SWEET I AM,30.1
2026-09-12,SWEET LOVE,26.7
2026-09-12,TAKE A JAGUAR,33.7
2026-09-12,TAKE A PANTHER,34.4
2026-09-12,TAKE A RHINO,32.6
2026-09-12,TARBHACH,35.8
2026-09-12,TAW UNBOUND,35.8
2026-09-12,TAYLOR'S GIRL,26.8
2026-09-12,THREE VICTORY,31.2
2026-09-12,TICK RETURNS,26.0
2026-09-12,TOOTSIE,27.6
2026-09-12,TOUCH OF SIN,25.6
2026-09-12,TRENTON'S PRIDE,28.8
2026-09-12,TRIBAL ADVISOR,24.4
2026-09-12,TRISSA BALE,28.7
2026-09-12,TURBO STRIKE,26.4
2026-09-12,TWICE THE IMPACT,27.1
2026-09-12,TWO STAR MIKADO,25.8
2026-09-12,TWO TRUTHS,26.5
2026-09-12,UNCERTAIN,25.4
2026-09-12,UNCLE STILTSKIN,33.2
2026-09-12,UNIVERSE,32.8
2026-09-12,URANA ORBIT,34.5
2026-09-12,URANA PUZZLED,25.3
2026-09-12,URBAN BITES,29.4
2026-09-12,VALENZUELA,35.2
2026-09-12,VODKA AND ICE,31.5
2026-09-12,VOLTS,35.2
2026-09-12,WANT SOME,30.7
2026-09-12,WARRIOR PAGE,27.6
2026-09-12,WEBLEC JOEL,31.0
2026-09-12,WEBLEC REMMY,33.4
2026-09-12,WESTSIDE WIZARD,35.4
2026-09-12,WHAT A WROUGHT,28.1
2026-09-12,WHATEVER THRILL,27.2
2026-09-12,WHIRLY WIND,25.2
2026-09-12,WHISKEY WHISKERS,34.7
2026-09-12,WHOPPI DEVERE,30.0
2026-09-12,WILD SERENA,31.8
2026-09-12,WILDFIRE ROSE,24.7
2026-09-12,WOODY GREY,28.7
2026-09-12,WORDS,28.3
2026-09-12,WYONG HOUSTON,26.2
2026-09-12,XARA NAVY,33.7
2026-09-12,XARA'S KEITH,35.7
2026-09-12,XARA'S LEON,36.2
2026-09-12,YALE DEAN,38.2
2026-09-12,YEAH YOU,34.8
2026-09-12,YONDU BALE,35.2
2026-09-12,YOU FOUND ME,27.1
2026-09-12,ZANE'S TRAIN,31.8
2026-09-12,ZINZAN CIAN,28.1
2026-09-12,ZINZAN PLODDER,32.5
2026-09-12,ZIPPING ANDORA,28.3
2026-09-12,ZIPPING ARVADA,28.5
2026-09-12,ZIPPING ASHWIN,33.0
2026-09-12,ZIPPING DARLA,28.6
2026-09-12,ZIPPING GIDEY,26.3
2026-09-12,ZIPPING KOSTER,28.6
2026-09-12,ZIPPING MARIE,27.8
2026-09-12,ZIPPING MAUDIE,28.3
